,type,TP,FP,FN,IOU
E-mail 21 Bijlage 2248_20210317_structuurplan_Molenstraat (geanonimiseerd)-1.png,no_annotation,0.0,2.0,0.0,0.0
E-mail 21 Bijlage 2248_20210317_structuurplan_Molenstraat (geanonimiseerd)-14.png,no_annotation,0.0,0.0,0.0,0.0
E-mail 21 Bijlage 2248_20210317_structuurplan_Molenstraat (geanonimiseerd)-15.png,no_annotation,0.0,0.0,0.0,0.0
E-mail 21 Bijlage 2248_20210317_structuurplan_Molenstraat (geanonimiseerd)-2.png,no_annotation,0.0,0.0,0.0,0.0
E-mail 21 Bijlage 2248_20210317_structuurplan_Molenstraat (geanonimiseerd)-6.png,no_annotation,0.0,0.0,0.0,0.0
foto_locatie-1.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-10.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-102.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-104.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-106.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-116.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-117.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-125.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-126.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-128.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-132.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-134.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-136.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-141.png,no_annotation,0.0,1.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-144.png,no_annotation,0.0,1.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-145.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-146.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-147.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-15.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-150.png,no_annotation,0.0,1.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-152.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-160.png,gray,1.0,0.0,3.0,0.7824068102669934
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-161.png,gray,0.0,0.0,15.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-163.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-165.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-168.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-169.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-172.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-174.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-176.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-182.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-187.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-192.png,gray,0.0,1.0,11.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-193.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-196.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-2.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-22.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-23.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-28.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-30.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-36.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-38.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-39.png,no_annotation,0.0,2.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-4.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-41.png,gray,0.0,2.0,9.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-42.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-43.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-45.png,gray,1.0,0.0,21.0,0.6572392784613547
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-5.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-53.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-56.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-59.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-60.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-63.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-67.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-68.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-69.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-7.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-71.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-73.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-74.png,no_annotation,0.0,1.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-78.png,no_annotation,0.0,1.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-79.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-80.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-81.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-83.png,gray,0.0,1.0,2.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-86.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-93.png,gray,0.0,0.0,2.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-95.png,no_annotation,0.0,1.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-97.png,no_annotation,0.0,0.0,0.0,0.0
Gelakte stukken Wob-verzoek omgevingsproces Ternaard 2e deel-98.png,no_annotation,0.0,2.0,0.0,0.0
heel_moeilijk-1.png,color,0.0,5.0,6.0,0.0
heel_moeilijk-2.png,no_annotation,0.0,0.0,0.0,0.0
heel_moeilijk-3.png,no_annotation,0.0,1.0,0.0,0.0
heel_moeilijk-6.png,no_annotation,0.0,1.0,0.0,0.0
heel_moeilijk-7.png,no_annotation,0.0,11.0,0.0,0.0
heel_moeilijk-8.png,no_annotation,0.0,5.0,0.0,0.0
heel_moeilijk-9.png,no_annotation,0.0,3.0,0.0,0.0
IMAGES_00000_00000_14175046-1.png,black,6.0,3.0,34.0,3.6843990322715925
IMAGES_00000_00000_14175046-2-1.png,black,6.0,3.0,34.0,3.8447653594006415
IMAGES_00000_00000_14175046-2.png,no_annotation,0.0,0.0,0.0,0.0
K37089 Wildeman Storage openbaar_Bestanden_15275511-4.png,black,0.0,0.0,2.0,0.0
Mail concept raadsbrief 1-10-2020 pdf-3.png,black,0.0,0.0,4.0,0.0
nl.mnre1058.2i.2022.1.misc.9-12.png,no_annotation,0.0,0.0,0.0,0.0
nl.mnre1058.2i.2022.1.misc.9-17.png,border,0.0,0.0,80.0,0.0
nl.mnre1058.2i.2022.1.misc.9-2.png,no_annotation,0.0,0.0,0.0,0.0
nl.mnre1058.2i.2022.1.misc.9-20.png,no_annotation,0.0,0.0,0.0,0.0
nl.mnre1058.2i.2022.1.misc.9-24.png,no_annotation,0.0,2.0,0.0,0.0
nl.mnre1058.2i.2022.1.misc.9-31.png,border,0.0,2.0,16.0,0.0
nl.mnre1058.2i.2022.1.misc.9-42.png,border,0.0,2.0,18.0,0.0
nl.mnre1058.2i.2022.1.misc.9-46.png,border,0.0,2.0,34.0,0.0
nl.mnre1058.2i.2022.1.misc.9-5.png,border,0.0,1.0,15.0,0.0
nl.mnre1058.2i.2022.1.misc.9-50.png,gray,0.0,0.0,1.0,0.0
nl.mnre1058.2i.2022.1.misc.9-51.png,gray,0.0,1.0,1.0,0.0
nl.mnre1058.2i.2022.1.misc.9-52.png,border,0.0,2.0,67.0,0.0
nl.mnre1058.2i.2022.1.misc.9-54.png,border,0.0,0.0,27.0,0.0
nl.mnre1058.2i.2022.1.misc.9-55.png,border,0.0,1.0,9.0,0.0
nl.mnre1058.2i.2022.1.misc.9-56.png,border,0.0,1.0,27.0,0.0
nl.mnre1058.2i.2022.1.misc.9-57.png,border,0.0,4.0,95.0,0.0
Ordner1+doc+1-50-1.png,border,0.0,3.0,35.0,0.0
Ordner1+doc+1-50-12.png,border,0.0,0.0,1.0,0.0
Ordner1+doc+1-50-16.png,border,0.0,0.0,15.0,0.0
Ordner1+doc+1-50-18.png,border,0.0,2.0,9.0,0.0
Ordner1+doc+1-50-19.png,border,0.0,0.0,3.0,0.0
Ordner1+doc+1-50-23.png,border,0.0,2.0,5.0,0.0
Ordner1+doc+1-50-25.png,border,0.0,0.0,7.0,0.0
Ordner1+doc+1-50-27.png,border,0.0,1.0,5.0,0.0
Ordner1+doc+1-50-30.png,border,0.0,2.0,34.0,0.0
Ordner1+doc+1-50-4.png,border,0.0,1.0,29.0,0.0
Ordner1+doc+1-50-6.png,border,0.0,0.0,4.0,0.0
Ordner2+doc+51-100-12.png,border,0.0,0.0,4.0,0.0
Ordner2+doc+51-100-19.png,border,0.0,0.0,5.0,0.0
Ordner2+doc+51-100-2.png,border,0.0,0.0,5.0,0.0
Ordner2+doc+51-100-25.png,border,0.0,0.0,5.0,0.0
Ordner2+doc+51-100-28.png,border,0.0,0.0,5.0,0.0
Ordner2+doc+51-100-29.png,border,0.0,0.0,5.0,0.0
Ordner2+doc+51-100-30.png,border,0.0,0.0,5.0,0.0
Ordner2+doc+51-100-34.png,no_annotation,0.0,0.0,0.0,0.0
Ordner2+doc+51-100-39.png,no_annotation,0.0,0.0,0.0,0.0
Ordner2+doc+51-100-4.png,border,0.0,0.0,5.0,0.0
Ordner2+doc+51-100-40.png,no_annotation,0.0,0.0,0.0,0.0
Ordner2+doc+51-100-41.png,no_annotation,0.0,0.0,0.0,0.0
Ordner2+doc+51-100-42.png,no_annotation,0.0,0.0,0.0,0.0
Ordner2+doc+51-100-44.png,no_annotation,0.0,0.0,0.0,0.0
Ordner2+doc+51-100-47.png,no_annotation,0.0,1.0,0.0,0.0
Ordner2+doc+51-100-48.png,no_annotation,0.0,1.0,0.0,0.0
Ordner3+doc+101-150-18.png,no_annotation,0.0,0.0,0.0,0.0
Ordner3+doc+101-150-2.png,no_annotation,0.0,0.0,0.0,0.0
Ordner3+doc+101-150-20.png,no_annotation,0.0,2.0,0.0,0.0
Ordner3+doc+101-150-21.png,no_annotation,0.0,0.0,0.0,0.0
Ordner3+doc+101-150-22.png,no_annotation,0.0,1.0,0.0,0.0
Ordner3+doc+101-150-27.png,no_annotation,0.0,1.0,0.0,0.0
Ordner3+doc+101-150-42.png,no_annotation,0.0,0.0,0.0,0.0
Ordner3+doc+101-150-44.png,no_annotation,0.0,0.0,0.0,0.0
Ordner3+doc+101-150-46.png,no_annotation,0.0,0.0,0.0,0.0
Ordner3+doc+101-150-54.png,no_annotation,0.0,0.0,0.0,0.0
Ordner3+doc+101-150-7.png,no_annotation,0.0,0.0,0.0,0.0
Ordner3+doc+101-150-8.png,no_annotation,0.0,0.0,0.0,0.0
RE_Vervolgonderzoek_Windenergie_rond_de_Veluwe_gegevens_t_b_v_doorrekening_buca_s_i_r_t_stilstand_msg_34663024b1-4.png,black,0.0,0.0,4.0,0.0
Vareniuslaan en aansluiting op Spinozapad-3.png,no_annotation,0.0,0.0,0.0,0.0
Wob-besluit-inzake-opkoopregeling-kalverhouderij-2021-010918.html__concatenated-page2.png,black,0.0,0.0,2.0,0.0
Wob-besluit-inzake-opkoopregeling-kalverhouderij-2021-010918.html__concatenated-page4.png,black,1.0,1.0,1.0,0.6799501867995019
Wob-besluit-Onthaasten-Arrangementen-B-V-zaaknummer-2021-011108.html__concatenated-page1.png,black,0.0,0.0,4.0,0.0
Wob-besluit-Project-No-Waste-2021-011855__concatenated-page-006.png,black,3.0,0.0,1.0,2.0286900616354444
Wob-besluit-Project-No-Waste-2021-011855__concatenated-page-011.png,black,1.0,1.0,4.0,0.5916030534351145
wob-verzoek-1.png,no_annotation,0.0,0.0,0.0,0.0
wob-verzoek-4.png,no_annotation,0.0,0.0,0.0,0.0
wob-verzoek_omgevingsvergunning_terrein_nieuwendammerdijk_538-963594-page1.png,gray,0.0,0.0,4.0,0.0
wob-verzoek_ontstaansgeschiedenis_ijplein_voormalig_adm-terrein-963340-page0.png,gray,0.0,1.0,1.0,0.0
wob-verzoek_originele_bouwtekeningen_hilversumstraat_46_48_52_54_en_56-963319-page0.png,gray,0.0,0.0,5.0,0.0
wob-verzoek_uitvoeringsrichtlijn_kruimelgevallen-964248-page0.png,black,0.0,1.0,4.0,0.0
wob-verzoek_vmr-land_voor_publicatie-986643-page0.png,black,0.0,0.0,1.0,0.0
wob-verzoek_voor_publicatie-963263-page0.png,black,0.0,0.0,8.0,0.0
wob-verzoek_wieringa_tweede_bloemdwarsstraat_2-990937-page1.png,black,0.0,1.0,1.0,0.0
wob_verzoek_postzegelpark-969443-page0.png,black,3.0,3.0,21.0,2.0242390976705225
wob_verzoek_stukken_hondenverbod_kop_van_jut-964275-page1.png,black,0.0,1.0,48.0,0.0
wob_verzoek_uitbreiding_terras-970022-page1.png,black,0.0,0.0,2.0,0.0
woo-kennisgroepstandpunten-formeel-recht-deelbesluit-2-documenten_page009-001.png,border,0.0,0.0,3.0,0.0
woo-niet-evacueren-medewerkers-atvet-documenten-2.png,border,0.0,0.0,2.0,0.0
woo-niet-evacueren-medewerkers-atvet-documenten-5.png,border,0.0,0.0,30.0,0.0
woo-niet-evacueren-medewerkers-atvet-documenten-7.png,border,0.0,0.0,97.0,0.0
woo-niet-evacueren-medewerkers-atvet-documenten-8.png,border,0.0,0.0,38.0,0.0
woo-niet-evacueren-medewerkers-atvet-documenten-9.png,border,0.0,1.0,62.0,0.0
woo-voorbereiding-toespraak-14-december-2020-14.png,gray,0.0,0.0,2.0,0.0
woo-voorbereiding-toespraak-14-december-2020-2.png,no_annotation,0.0,0.0,0.0,0.0
woo-voorbereiding-toespraak-14-december-2020-5.png,no_annotation,0.0,3.0,0.0,0.0
